Farming implementation started at 2025-03-08 11:04:52
Using XP formula: 20 + (farmingLevel * 5)
Processing silentgear
potted_netherwood_sapling - Farming Level: 0, XP: 20
awakened_supremium_gemstone_block - Farming Level: 500, XP: 2520
supremium_watering_can - Farming Level: 500, XP: 2520
starmetal_seeds - Farming Level: 400, XP: 2020
inferium_chestplate - Farming Level: 100, XP: 520
imperium_shovel - Farming Level: 400, XP: 2020
tertium_upgrade - Farming Level: 300, XP: 1520
inferium_block - Farming Level: 100, XP: 520
coral_essence - Farming Level: 200, XP: 1020
end_seeds - Farming Level: 200, XP: 1020
wand - Farming Level: 200, XP: 1020
water_breathing_augment - Farming Level: 200, XP: 1020
awakened_supremium_scythe - Farming Level: 500, XP: 2520
supremium_growth_accelerator - Farming Level: 500, XP: 2520
saltpeter_seeds - Farming Level: 200, XP: 1020
attack_aoe_i_augment - Farming Level: 200, XP: 1020
nitro_crystal_essence - Farming Level: 200, XP: 1020
blazing_crystal_seeds - Farming Level: 200, XP: 1020
slimesteel_essence - Farming Level: 200, XP: 1020
menril_seeds - Farming Level: 200, XP: 1020
blazing_crystal_essence - Farming Level: 200, XP: 1020
supremium_gemstone_block - Farming Level: 500, XP: 2520
turtle_essence - Farming Level: 200, XP: 1020
blaze_seeds - Farming Level: 200, XP: 1020
awakened_supremium_pickaxe - Farming Level: 500, XP: 2520
hop_graphite_essence - Farming Level: 200, XP: 1020
copper_seeds - Farming Level: 200, XP: 1020
awakened_supremium_ingot - Farming Level: 500, XP: 2520
haste_iii_augment - Farming Level: 200, XP: 1020
prosperity_ore - Farming Level: 200, XP: 1020
graphite_essence - Farming Level: 200, XP: 1020
Processing not_enough_glyphs
glyph_plow - Farming Level: 0, XP: 20
Processing biomeswevegone
flowering_baobab_leaves - Farming Level: 0, XP: 20
oddion_crop - Farming Level: 0, XP: 20
potted_alpine_bellflower - Farming Level: 0, XP: 20
potted_lazarus_bellflower - Farming Level: 0, XP: 20
fluorescent_cattail_sprout - Farming Level: 0, XP: 20
fir_sapling - Farming Level: 0, XP: 20
potted_orange_spruce_sapling - Farming Level: 0, XP: 20
blue_spruce_sapling - Farming Level: 0, XP: 20
white_mangrove_sapling - Farming Level: 0, XP: 20
kovan_flower - Farming Level: 0, XP: 20
wood_blewit_mushroom_block - Farming Level: 0, XP: 20
flowering_indigo_jacaranda_leaves - Farming Level: 0, XP: 20
attached_pale_pumpkin_stem - Farming Level: 0, XP: 20
redwood_sapling - Farming Level: 0, XP: 20
potted_golden_spined_cactus - Farming Level: 200, XP: 1020
flowering_jacaranda_leaves - Farming Level: 0, XP: 20
alpine_bellflower - Farming Level: 0, XP: 20
aspen_leaves - Farming Level: 0, XP: 20
potted_yucca_sapling - Farming Level: 0, XP: 20
skyris_sapling - Farming Level: 0, XP: 20
holly_berry_leaves - Farming Level: 0, XP: 20
aspen_bookshelf - Farming Level: 0, XP: 20
potted_red_birch_sapling - Farming Level: 0, XP: 20
lush_farmland - Farming Level: 100, XP: 520
green_apple_fruit - Farming Level: 0, XP: 20
white_sakura_sapling - Farming Level: 0, XP: 20
yellow_spruce_sapling - Farming Level: 0, XP: 20
potted_yellow_spruce_sapling - Farming Level: 0, XP: 20
potted_fir_sapling - Farming Level: 0, XP: 20
orchard_sapling - Farming Level: 0, XP: 20
silver_vase_flower - Farming Level: 0, XP: 20
potted_blue_enchanted_sapling - Farming Level: 400, XP: 2020
brown_birch_sapling - Farming Level: 0, XP: 20
carved_pale_pumpkin - Farming Level: 0, XP: 20
flowering_ironwood_leaves - Farming Level: 200, XP: 1020
potted_red_spruce_sapling - Farming Level: 0, XP: 20
orange_birch_sapling - Farming Level: 0, XP: 20
willow_sapling - Farming Level: 0, XP: 20
flowering_orchard_leaves - Farming Level: 0, XP: 20
yucca_fruit - Farming Level: 0, XP: 20
red_birch_sapling - Farming Level: 0, XP: 20
potted_willow_sapling - Farming Level: 0, XP: 20
potted_cypress_sapling - Farming Level: 100, XP: 520
potted_mahogany_sapling - Farming Level: 0, XP: 20
potted_silver_vase_flower - Farming Level: 0, XP: 20
potted_rainbow_eucalyptus_sapling - Farming Level: 0, XP: 20
potted_witch_hazel_sapling - Farming Level: 0, XP: 20
flowering_palo_verde_leaves - Farming Level: 0, XP: 20
cypress_sapling - Farming Level: 100, XP: 520
flowering_jacaranda_bush - Farming Level: 0, XP: 20
apple_fruit - Farming Level: 0, XP: 20
flowering_barrel_cactus - Farming Level: 0, XP: 20
rainbow_eucalyptus_sapling - Farming Level: 0, XP: 20
green_enchanted_sapling - Farming Level: 400, XP: 2020
potted_brown_zelkova_sapling - Farming Level: 0, XP: 20
potted_pine_sapling - Farming Level: 0, XP: 20
potted_allium_flower_bush - Farming Level: 0, XP: 20
aspen_sapling - Farming Level: 0, XP: 20
pale_pumpkin_stem - Farming Level: 0, XP: 20
potted_zelkova_sapling - Farming Level: 0, XP: 20
violet_leather_flower - Farming Level: 0, XP: 20
flowering_yucca_leaves - Farming Level: 0, XP: 20
potted_blue_spruce_sapling - Farming Level: 0, XP: 20
blue_enchanted_sapling - Farming Level: 400, XP: 2020
baobab_fruit - Farming Level: 0, XP: 20
potted_red_maple_sapling - Farming Level: 0, XP: 20
pink_allium_flower_bush - Farming Level: 0, XP: 20
potted_yellow_sakura_sapling - Farming Level: 0, XP: 20
protea_flower - Farming Level: 0, XP: 20
orange_oak_sapling - Farming Level: 0, XP: 20
aspen_pressure_plate - Farming Level: 100, XP: 520
soul_fruit - Farming Level: 0, XP: 20
potted_firecracker_flower_bush - Farming Level: 0, XP: 20
zelkova_sapling - Farming Level: 0, XP: 20
potted_red_oak_sapling - Farming Level: 0, XP: 20
ebony_sapling - Farming Level: 0, XP: 20
prickly_pear_cactus - Farming Level: 0, XP: 20
pale_pumpkin - Farming Level: 0, XP: 20
potted_ebony_sapling - Farming Level: 0, XP: 20
overgrown_dacite - Farming Level: 0, XP: 20
potted_aspen_sapling - Farming Level: 0, XP: 20
magenta_pitcher_plant - Farming Level: 0, XP: 20
baobab_sapling - Farming Level: 0, XP: 20
potted_kovan_flower - Farming Level: 0, XP: 20
lollipop_flower - Farming Level: 0, XP: 20
green_mushroom - Farming Level: 0, XP: 20
indigo_jacaranda_sapling - Farming Level: 0, XP: 20
potted_redwood_sapling - Farming Level: 0, XP: 20
yellow_birch_sapling - Farming Level: 0, XP: 20
flowering_tiny_lily_pads - Farming Level: 100, XP: 520
araucaria_sapling - Farming Level: 0, XP: 20
potted_orange_oak_sapling - Farming Level: 0, XP: 20
flowering_skyris_leaves - Farming Level: 0, XP: 20
potted_silver_maple_sapling - Farming Level: 0, XP: 20
potted_spirit_sapling - Farming Level: 0, XP: 20
blueberry_bush - Farming Level: 0, XP: 20
white_allium_flower_bush - Farming Level: 0, XP: 20
green_mushroom_block - Farming Level: 0, XP: 20
potted_holly_sapling - Farming Level: 0, XP: 20
potted_white_sakura_sapling - Farming Level: 0, XP: 20
orange_spruce_sapling - Farming Level: 0, XP: 20
aspen_crafting_table - Farming Level: 100, XP: 520
spirit_sapling - Farming Level: 0, XP: 20
potted_maple_sapling - Farming Level: 0, XP: 20
potted_mini_cactus - Farming Level: 0, XP: 20
weeping_milkcap - Farming Level: 0, XP: 20
flowering_spirit_leaves - Farming Level: 0, XP: 20
red_spruce_sapling - Farming Level: 0, XP: 20
jacaranda_sapling - Farming Level: 0, XP: 20
potted_brown_birch_sapling - Farming Level: 0, XP: 20
barrel_cactus - Farming Level: 0, XP: 20
cattail_sprout - Farming Level: 0, XP: 20
potted_horseweed - Farming Level: 0, XP: 20
potted_palm_sapling - Farming Level: 0, XP: 20
cyan_pitcher_plant - Farming Level: 0, XP: 20
aspen_button - Farming Level: 0, XP: 20
potted_palo_verde_sapling - Farming Level: 0, XP: 20
potted_white_mangrove_sapling - Farming Level: 0, XP: 20
palm_sapling - Farming Level: 0, XP: 20
weeping_milkcap_mushroom_block - Farming Level: 0, XP: 20
horseweed - Farming Level: 0, XP: 20
potted_yellow_birch_sapling - Farming Level: 0, XP: 20
potted_lollipop_flower - Farming Level: 0, XP: 20
red_oak_sapling - Farming Level: 0, XP: 20
ironwood_sapling - Farming Level: 200, XP: 1020
allium_flower_bush - Farming Level: 0, XP: 20
potted_brown_oak_sapling - Farming Level: 0, XP: 20
potted_skyris_sapling - Farming Level: 0, XP: 20
flowering_indigo_jacaranda_bush - Farming Level: 0, XP: 20
stripped_aspen_wood - Farming Level: 0, XP: 20
maple_sapling - Farming Level: 0, XP: 20
potted_jacaranda_sapling - Farming Level: 0, XP: 20
potted_white_allium_flower_bush - Farming Level: 0, XP: 20
red_maple_sapling - Farming Level: 0, XP: 20
brown_zelkova_sapling - Farming Level: 0, XP: 20
brown_mushroom_stem - Farming Level: 0, XP: 20
silver_maple_sapling - Farming Level: 0, XP: 20
potted_protea_flower - Farming Level: 0, XP: 20
lazarus_bellflower - Farming Level: 0, XP: 20
mahogany_sapling - Farming Level: 0, XP: 20
potted_violet_leather_flower - Farming Level: 0, XP: 20
yellow_sakura_sapling - Farming Level: 0, XP: 20
carved_barrel_cactus - Farming Level: 0, XP: 20
potted_prickly_pear_cactus - Farming Level: 0, XP: 20
firecracker_flower_bush - Farming Level: 0, XP: 20
witch_hazel_branch - Farming Level: 0, XP: 20
potted_araucaria_sapling - Farming Level: 0, XP: 20
cika_sapling - Farming Level: 0, XP: 20
sandy_farmland - Farming Level: 100, XP: 520
pine_sapling - Farming Level: 0, XP: 20
potted_peach_leather_flower - Farming Level: 0, XP: 20
potted_orange_birch_sapling - Farming Level: 0, XP: 20
mini_cactus - Farming Level: 0, XP: 20
yucca_sapling - Farming Level: 0, XP: 20
potted_pink_allium_flower_bush - Farming Level: 0, XP: 20
potted_indigo_jacaranda_sapling - Farming Level: 0, XP: 20
aspen_wood - Farming Level: 0, XP: 20
witch_hazel_sapling - Farming Level: 0, XP: 20
white_mushroom_stem - Farming Level: 0, XP: 20
potted_green_enchanted_sapling - Farming Level: 400, XP: 2020
palo_verde_sapling - Farming Level: 0, XP: 20
flower_patch - Farming Level: 0, XP: 20
golden_spined_cactus - Farming Level: 200, XP: 1020
potted_orchard_sapling - Farming Level: 0, XP: 20
holly_sapling - Farming Level: 0, XP: 20
peach_leather_flower - Farming Level: 0, XP: 20
potted_baobab_sapling - Farming Level: 0, XP: 20
overgrown_stone - Farming Level: 100, XP: 520
potted_cika_sapling - Farming Level: 0, XP: 20
brown_oak_sapling - Farming Level: 0, XP: 20
potted_ironwood_sapling - Farming Level: 200, XP: 1020
araucaria_sapling - Farming Level: 0, XP: 20
yellow_spruce_sapling - Farming Level: 0, XP: 20
flowering_jacaranda_leaves - Farming Level: 0, XP: 20
brown_oak_sapling - Farming Level: 0, XP: 20
cattail_sprout - Farming Level: 0, XP: 20
flowering_palo_verde_leaves - Farming Level: 0, XP: 20
yucca_fruit - Farming Level: 0, XP: 20
yellow_birch_sapling - Farming Level: 0, XP: 20
barrel_cactus - Farming Level: 0, XP: 20
white_mushroom_stem - Farming Level: 0, XP: 20
blueberry_pie - Farming Level: 0, XP: 20
lazarus_bellflower - Farming Level: 0, XP: 20
flowering_indigo_jacaranda_bush - Farming Level: 0, XP: 20
green_enchanted_sapling - Farming Level: 400, XP: 2020
rainbow_eucalyptus_sapling - Farming Level: 0, XP: 20
horseweed - Farming Level: 0, XP: 20
red_birch_sapling - Farming Level: 0, XP: 20
ebony_sapling - Farming Level: 0, XP: 20
pale_pumpkin_seeds - Farming Level: 0, XP: 20
yellow_sakura_sapling - Farming Level: 0, XP: 20
baobab_sapling - Farming Level: 0, XP: 20
aspen_crafting_table - Farming Level: 100, XP: 520
alpine_bellflower - Farming Level: 0, XP: 20
allium_flower_bush - Farming Level: 0, XP: 20
magenta_pitcher_plant - Farming Level: 0, XP: 20
golden_spined_cactus - Farming Level: 200, XP: 1020
overgrown_dacite - Farming Level: 0, XP: 20
prickly_pear_cactus - Farming Level: 0, XP: 20
white_sakura_sapling - Farming Level: 0, XP: 20
white_allium_flower_bush - Farming Level: 0, XP: 20
skyris_sapling - Farming Level: 0, XP: 20
flowering_indigo_jacaranda_leaves - Farming Level: 0, XP: 20
brown_zelkova_sapling - Farming Level: 0, XP: 20
cika_sapling - Farming Level: 0, XP: 20
silver_vase_flower - Farming Level: 0, XP: 20
lush_farmland - Farming Level: 100, XP: 520
flowering_orchard_leaves - Farming Level: 0, XP: 20
witch_hazel_branch - Farming Level: 0, XP: 20
red_maple_sapling - Farming Level: 0, XP: 20
mahogany_sapling - Farming Level: 0, XP: 20
flowering_tiny_lily_pads - Farming Level: 100, XP: 520
aspen_leaves - Farming Level: 0, XP: 20
jacaranda_sapling - Farming Level: 0, XP: 20
orange_oak_sapling - Farming Level: 0, XP: 20
flowering_barrel_cactus - Farming Level: 0, XP: 20
redwood_sapling - Farming Level: 0, XP: 20
baobab_fruit - Farming Level: 0, XP: 20
aspen_bookshelf - Farming Level: 0, XP: 20
stripped_aspen_wood - Farming Level: 0, XP: 20
yucca_sapling - Farming Level: 0, XP: 20
lollipop_flower - Farming Level: 0, XP: 20
white_mangrove_sapling - Farming Level: 0, XP: 20
violet_leather_flower - Farming Level: 0, XP: 20
brown_birch_sapling - Farming Level: 0, XP: 20
overgrown_stone - Farming Level: 100, XP: 520
willow_sapling - Farming Level: 0, XP: 20
carved_pale_pumpkin - Farming Level: 0, XP: 20
aspen_button - Farming Level: 0, XP: 20
weeping_milkcap_mushroom_block - Farming Level: 0, XP: 20
orange_birch_sapling - Farming Level: 0, XP: 20
green_mushroom_block - Farming Level: 0, XP: 20
aspen_wood - Farming Level: 0, XP: 20
cooked_yucca_fruit - Farming Level: 0, XP: 20
aspen_pressure_plate - Farming Level: 100, XP: 520
aspen_boat - Farming Level: 0, XP: 20
peach_leather_flower - Farming Level: 0, XP: 20
maple_sapling - Farming Level: 0, XP: 20
flowering_ironwood_leaves - Farming Level: 200, XP: 1020
green_mushroom - Farming Level: 0, XP: 20
fir_sapling - Farming Level: 0, XP: 20
soul_fruit - Farming Level: 0, XP: 20
flowering_spirit_leaves - Farming Level: 0, XP: 20
flowering_skyris_leaves - Farming Level: 0, XP: 20
fluorescent_cattail_sprout - Farming Level: 0, XP: 20
ironwood_sapling - Farming Level: 200, XP: 1020
orange_spruce_sapling - Farming Level: 0, XP: 20
zelkova_sapling - Farming Level: 0, XP: 20
aspen_chest_boat - Farming Level: 0, XP: 20
flowering_baobab_leaves - Farming Level: 0, XP: 20
aspen_sapling - Farming Level: 0, XP: 20
pumpkin_warden_spawn_egg - Farming Level: 0, XP: 20
weeping_milkcap - Farming Level: 0, XP: 20
red_spruce_sapling - Farming Level: 0, XP: 20
mini_cactus - Farming Level: 0, XP: 20
spirit_sapling - Farming Level: 0, XP: 20
pale_pumpkin - Farming Level: 0, XP: 20
blue_enchanted_sapling - Farming Level: 400, XP: 2020
carved_barrel_cactus - Farming Level: 0, XP: 20
cyan_pitcher_plant - Farming Level: 0, XP: 20
flowering_jacaranda_bush - Farming Level: 0, XP: 20
flowering_yucca_leaves - Farming Level: 0, XP: 20
wood_blewit_mushroom_block - Farming Level: 0, XP: 20
pink_allium_flower_bush - Farming Level: 0, XP: 20
sandy_farmland - Farming Level: 100, XP: 520
flower_patch - Farming Level: 0, XP: 20
protea_flower - Farming Level: 0, XP: 20
witch_hazel_sapling - Farming Level: 0, XP: 20
holly_berry_leaves - Farming Level: 0, XP: 20
holly_sapling - Farming Level: 0, XP: 20
brown_mushroom_stem - Farming Level: 0, XP: 20
silver_maple_sapling - Farming Level: 0, XP: 20
cypress_sapling - Farming Level: 100, XP: 520
orchard_sapling - Farming Level: 0, XP: 20
indigo_jacaranda_sapling - Farming Level: 0, XP: 20
palm_sapling - Farming Level: 0, XP: 20
blue_spruce_sapling - Farming Level: 0, XP: 20
red_oak_sapling - Farming Level: 0, XP: 20
firecracker_flower_bush - Farming Level: 0, XP: 20
kovan_flower - Farming Level: 0, XP: 20
palo_verde_sapling - Farming Level: 0, XP: 20
pine_sapling - Farming Level: 0, XP: 20
Processing pamhc2foodextended
breadfruityogurtitem - Farming Level: 0, XP: 20
pastagardeniaitem - Farming Level: 0, XP: 20
candleberrypieitem - Farming Level: 0, XP: 20
breadfruitpieitem - Farming Level: 0, XP: 20
berrymeringuenestitem - Farming Level: 0, XP: 20
chickenchowmeinitem - Farming Level: 0, XP: 20
gardensoupitem - Farming Level: 0, XP: 20
braisedonionsitem - Farming Level: 0, XP: 20
friedriceitem - Farming Level: 0, XP: 20
mixedflowerssaladitem - Farming Level: 0, XP: 20
grapefruitsodaitem - Farming Level: 0, XP: 20
fruitcakeitem - Farming Level: 0, XP: 20
blackberrysmoothieitem - Farming Level: 0, XP: 20
gooseberryjellytoastitem - Farming Level: 0, XP: 20
ricecakeitem - Farming Level: 0, XP: 20
blackberrypieitem - Farming Level: 0, XP: 20
blackberryjellysandwichitem - Farming Level: 0, XP: 20
liverandonionsitem - Farming Level: 0, XP: 20
huckleberryjellytoastitem - Farming Level: 0, XP: 20
beanburritoitem - Farming Level: 0, XP: 20
jackfruitjuiceitem - Farming Level: 0, XP: 20
baconmushroomburgeritem - Farming Level: 0, XP: 20
cornchipsitem - Farming Level: 0, XP: 20
candiedsweetpotatoesitem - Farming Level: 0, XP: 20
gooseberryjellyitem - Farming Level: 0, XP: 20
juniperberryjellyitem - Farming Level: 0, XP: 20
refriedbeansitem - Farming Level: 0, XP: 20
strawberryjellyitem - Farming Level: 0, XP: 20
crispyricepuffbarsitem - Farming Level: 0, XP: 20
fiestacornsaladitem - Farming Level: 0, XP: 20
blueberryjellyitem - Farming Level: 0, XP: 20
cactusfruitjuiceitem - Farming Level: 0, XP: 20
raspberryjellysandwichitem - Farming Level: 0, XP: 20
dragonfruitjellytoastitem - Farming Level: 0, XP: 20
beansontoastitem - Farming Level: 0, XP: 20
eggplantparmitem - Farming Level: 0, XP: 20
raspberryjellyitem - Farming Level: 0, XP: 20
honeyglazedcarrotsitem - Farming Level: 0, XP: 20
juniperberryjellysandwichitem - Farming Level: 0, XP: 20
cornedbeefhashitem - Farming Level: 0, XP: 20
saltandpepperitem - Farming Level: 0, XP: 20
corndogitem - Farming Level: 0, XP: 20
chickenparmasanitem - Farming Level: 0, XP: 20
passionfruitjellytoastitem - Farming Level: 0, XP: 20
breadfruitjellytoastitem - Farming Level: 0, XP: 20
blackpepperitem - Farming Level: 0, XP: 20
gourmetbeefburgeritem - Farming Level: 0, XP: 20
starfruitsmoothieitem - Farming Level: 0, XP: 20
creamofchickenitem - Farming Level: 0, XP: 20
candleberryjellysandwichitem - Farming Level: 0, XP: 20
breadfruitjellysandwichitem - Farming Level: 0, XP: 20
candleberrysmoothieitem - Farming Level: 0, XP: 20
strawberrypieitem - Farming Level: 0, XP: 20
elderberryjellyitem - Farming Level: 0, XP: 20
blackberryyogurtitem - Farming Level: 0, XP: 20
blueberryjellysandwichitem - Farming Level: 0, XP: 20
dragonfruitpieitem - Farming Level: 0, XP: 20
popcornitem - Farming Level: 0, XP: 20
cornedbeefitem - Farming Level: 0, XP: 20
gooseberrysmoothieitem - Farming Level: 0, XP: 20
passionfruitpieitem - Farming Level: 0, XP: 20
creamedcornitem - Farming Level: 0, XP: 20
garlicmashedpotatoesitem - Farming Level: 0, XP: 20
vegetablesoupitem - Farming Level: 0, XP: 20
bamboosteamedriceitem - Farming Level: 0, XP: 20
mushroomoilitem - Farming Level: 0, XP: 20
chickentendersitem - Farming Level: 0, XP: 20
mulberryjellytoastitem - Farming Level: 0, XP: 20
beancornmealitem - Farming Level: 0, XP: 20
strawberryjuiceitem - Farming Level: 0, XP: 20
molasseschickenitem - Farming Level: 0, XP: 20
cranberryjellytoastitem - Farming Level: 0, XP: 20
chickennoodlesoupitem - Farming Level: 0, XP: 20
blueberrypieitem - Farming Level: 0, XP: 20
chickenalfredoitem - Farming Level: 0, XP: 20
jackfruitjellysandwichitem - Farming Level: 0, XP: 20
mulberryjellyitem - Farming Level: 0, XP: 20
jalapenoburgeritem - Farming Level: 0, XP: 20
creamofmushroomitem - Farming Level: 0, XP: 20
lemonchickenitem - Farming Level: 0, XP: 20
sweetberryjellysandwichitem - Farming Level: 0, XP: 20
blackberryjellytoastitem - Farming Level: 0, XP: 20
chickencurryitem - Farming Level: 0, XP: 20
raspberryjuiceitem - Farming Level: 0, XP: 20
sweetpotatosouffleitem - Farming Level: 0, XP: 20
strawberryjellytoastitem - Farming Level: 0, XP: 20
cheesytacotortillachipsitem - Farming Level: 0, XP: 20
passionfruityogurtitem - Farming Level: 0, XP: 20
grapefruitjellytoastitem - Farming Level: 0, XP: 20
bbqpotatochipsitem - Farming Level: 0, XP: 20
fishdinneritem - Farming Level: 0, XP: 20
fishcakesitem - Farming Level: 0, XP: 20
strawberryyogurtitem - Farming Level: 0, XP: 20
gooseberryjellysandwichitem - Farming Level: 0, XP: 20
passionfruitjuiceitem - Farming Level: 0, XP: 20
bakedcactusitem - Farming Level: 0, XP: 20
cheddarandsourcreampotatochipsitem - Farming Level: 0, XP: 20
mulberryyogurtitem - Farming Level: 0, XP: 20
fishfingersandcustarditem - Farming Level: 0, XP: 20
fishlettucewrapitem - Farming Level: 0, XP: 20
blueberrysmoothieitem - Farming Level: 0, XP: 20
cornedbeefbreakfastitem - Farming Level: 0, XP: 20
crispyricepuffcerealitem - Farming Level: 0, XP: 20
jackfruityogurtitem - Farming Level: 0, XP: 20
strawberrysodaitem - Farming Level: 0, XP: 20
sunflowerbroccolisaladitem - Farming Level: 0, XP: 20
juniperberrypieitem - Farming Level: 0, XP: 20
mulberryjellysandwichitem - Farming Level: 0, XP: 20
tortillaitem - Farming Level: 0, XP: 20
cookedtofishitem - Farming Level: 0, XP: 20
blackberryjellyitem - Farming Level: 0, XP: 20
grapefruitpieitem - Farming Level: 0, XP: 20
cranberryjuiceitem - Farming Level: 0, XP: 20
tomatoherbchickenitem - Farming Level: 0, XP: 20
grapefruitsmoothieitem - Farming Level: 0, XP: 20
tomatosoupitem - Farming Level: 0, XP: 20
pepperoniitem - Farming Level: 0, XP: 20
candleberryjellytoastitem - Farming Level: 0, XP: 20
leafychickensandwichitem - Farming Level: 0, XP: 20
cashewchickenitem - Farming Level: 0, XP: 20
onionringsitem - Farming Level: 0, XP: 20
threebeansaladitem - Farming Level: 0, XP: 20
candycornitem - Farming Level: 0, XP: 20
beefwellingtonitem - Farming Level: 0, XP: 20
passionfruitjellyitem - Farming Level: 0, XP: 20
passionfruitsmoothieitem - Farming Level: 0, XP: 20
teriyakichickenitem - Farming Level: 0, XP: 20
deluxenachoesitem - Farming Level: 0, XP: 20
rootbeersodaitem - Farming Level: 0, XP: 20
blueberryyogurtitem - Farming Level: 0, XP: 20
fishtacoitem - Farming Level: 0, XP: 20
mashedsweetpotatoesitem - Farming Level: 0, XP: 20
juniperberryjellytoastitem - Farming Level: 0, XP: 20
springfieldcashewchickenitem - Farming Level: 0, XP: 20
rootbeerfloatitem - Farming Level: 0, XP: 20
potatoandleeksoupitem - Farming Level: 0, XP: 20
breadfruitsmoothieitem - Farming Level: 0, XP: 20
bbqjackfruititem - Farming Level: 0, XP: 20
cranberryyogurtitem - Farming Level: 0, XP: 20
chocolatemilkshakeitem - Farming Level: 0, XP: 20
gooseberrypieitem - Farming Level: 0, XP: 20
dragonfruitjellysandwichitem - Farming Level: 0, XP: 20
porklettucewrapitem - Farming Level: 0, XP: 20
bakedbeansitem - Farming Level: 0, XP: 20
sweetpotatopieitem - Farming Level: 0, XP: 20
mushroomlasagnaitem - Farming Level: 0, XP: 20
cranberrysmoothieitem - Farming Level: 0, XP: 20
mashedpotatoeschickenbiscuititem - Farming Level: 0, XP: 20
cornbreaditem - Farming Level: 0, XP: 20
breadfruitjuiceitem - Farming Level: 0, XP: 20
stuffedeggplantitem - Farming Level: 0, XP: 20
potatosaladitem - Farming Level: 0, XP: 20
pepperstirfryitem - Farming Level: 0, XP: 20
berryvinaigrettesaladitem - Farming Level: 0, XP: 20
starfruitjellyitem - Farming Level: 0, XP: 20
pepperonipizzaitem - Farming Level: 0, XP: 20
raspberryjellytoastitem - Farming Level: 0, XP: 20
soymilkitem - Farming Level: 0, XP: 20
jackfruitjellyitem - Farming Level: 0, XP: 20
gingerchickenitem - Farming Level: 0, XP: 20
juniperberrysmoothieitem - Farming Level: 0, XP: 20
carrotjuiceitem - Farming Level: 0, XP: 20
cactusfruitjellyitem - Farming Level: 0, XP: 20
mulberryjuiceitem - Farming Level: 0, XP: 20
elderberryjellysandwichitem - Farming Level: 0, XP: 20
rawtofishitem - Farming Level: 0, XP: 20
bbqchickenpizzaitem - Farming Level: 0, XP: 20
chickenandwafflesitem - Farming Level: 0, XP: 20
stuffedchilipeppersitem - Farming Level: 0, XP: 20
candleberryjellyitem - Farming Level: 0, XP: 20
mulberrysmoothieitem - Farming Level: 0, XP: 20
roastpotatoesitem - Farming Level: 0, XP: 20
mulberrypieitem - Farming Level: 0, XP: 20
sourcreamandonionpotatochipsitem - Farming Level: 0, XP: 20
elderberrysmoothieitem - Farming Level: 0, XP: 20
huckleberryjellyitem - Farming Level: 0, XP: 20
breadfruitjellyitem - Farming Level: 0, XP: 20
strawberrysmoothieitem - Farming Level: 0, XP: 20
passionfruitjellysandwichitem - Farming Level: 0, XP: 20
garlicsteakitem - Farming Level: 0, XP: 20
chickentendersmealitem - Farming Level: 0, XP: 20
mushroomketchupomeletitem - Farming Level: 0, XP: 20
grapefruitjellyitem - Farming Level: 0, XP: 20
kungpaochickenitem - Farming Level: 0, XP: 20
deluxechickencurryitem - Farming Level: 0, XP: 20
juniperberryyogurtitem - Farming Level: 0, XP: 20
chickenkatsuitem - Farming Level: 0, XP: 20
pumpkinoatsconesitem - Farming Level: 0, XP: 20
starfruitpieitem - Farming Level: 0, XP: 20
ovenroastedcaulifloweritem - Farming Level: 0, XP: 20
fruitcreamfestivalbreaditem - Farming Level: 0, XP: 20
chocolatemilkitem - Farming Level: 0, XP: 20
huckleberrypieitem - Farming Level: 0, XP: 20
cornedbeefandcabbageitem - Farming Level: 0, XP: 20
friedonionsitem - Farming Level: 0, XP: 20
chocolatestrawberryitem - Farming Level: 0, XP: 20
cactusfruitjellysandwichitem - Farming Level: 0, XP: 20
peppermintitem - Farming Level: 0, XP: 20
gooseberryjuiceitem - Farming Level: 0, XP: 20
raspberrypieitem - Farming Level: 0, XP: 20
garlicchickenitem - Farming Level: 0, XP: 20
huckleberryyogurtitem - Farming Level: 0, XP: 20
greenbeancasseroleitem - Farming Level: 0, XP: 20
dragonfruitjuiceitem - Farming Level: 0, XP: 20
szechuaneggplantitem - Farming Level: 0, XP: 20
leafyfishsandwichitem - Farming Level: 0, XP: 20
strawberryjellysandwichitem - Farming Level: 0, XP: 20
beansandriceitem - Farming Level: 0, XP: 20
dragonfruitsmoothieitem - Farming Level: 0, XP: 20
cornflakesitem - Farming Level: 0, XP: 20
pickledonionsitem - Farming Level: 0, XP: 20
melonjellysandwichitem - Farming Level: 0, XP: 20
chickencordonbleuitem - Farming Level: 0, XP: 20
orangegingerbeefitem - Farming Level: 0, XP: 20
elderberryjellytoastitem - Farming Level: 0, XP: 20
omuriceitem - Farming Level: 0, XP: 20
blackberryjuiceitem - Farming Level: 0, XP: 20
huckleberryjellysandwichitem - Farming Level: 0, XP: 20
loadedbakedpotatoitem - Farming Level: 0, XP: 20
jackfruitsmoothieitem - Farming Level: 0, XP: 20
blackberrycobbleritem - Farming Level: 0, XP: 20
chickencelerycasseroleitem - Farming Level: 0, XP: 20
starfruitjellysandwichitem - Farming Level: 0, XP: 20
cactussoupitem - Farming Level: 0, XP: 20
scallionbakedpotatoitem - Farming Level: 0, XP: 20
potatoandcheesepirogiitem - Farming Level: 0, XP: 20
mushroomketchupitem - Farming Level: 0, XP: 20
